44,44,44,44,44,44,49,49,49,49,49,49,49,49,60,60,73,73,73,77,77,81,81,81,86,90,98,130,174,186,190
43,56,63,66,69,853,102,452,703,705,752,804,805,852,202,252,72,903,904,76,1004,1,80,1152,85,89,97,602,93,652,902
