1,45,45,45,45,45,45,45,45,45,53,53,53,53,53,53,53,53,53,53,53,53,53,53,82,82,86,86,86,94
1,43,48,72,76,852,853,903,904,1004,52,56,59,63,66,69,85,89,97,164,167,702,804,805,80,93,704,752,902,1152
