45,45,45,45,45,45,45,45,45,45,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,82,82,82,82,82,82,82,82,1,1,1,1,1,1,1,1,86,86,86,86,86,86,86,86,86,86,86,90,90,90,90,90,90,90,90,90,90,86,94
44,49,60,73,77,81,320,324,328,332,49,60,81,86,90,94,98,146,150,154,158,162,164,168,172,174,178,182,49,60,81,86,146,174,182,324,81,102,336,340,344,348,352,356,186,190,194,198,202,206,300,304,308,312,316,106,110,114,118,122,126,130,134,138,142,49,81
